Date ;Region id ;Region ;DL ;Danger level ;Problem order ;Problem ;Cause/ weaklayer ;Type ;Size ;Trigger ;Probability ;Distribution
2017-02-18 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Mange bratte heng
2017-02-19 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Mange bratte heng
2017-02-20 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-02-21 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-02-22 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-02-23 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Mange bratte heng
2017-02-24 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-02-25 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-02-26 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-02-27 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-02-28 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-01 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-02 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-03 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-04 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-05 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-06 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-06 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-07 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-07 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-08 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-08 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-09 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-09 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-10 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-10 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-11 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-11 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Nedsnødd eller nedføyket overflaterim ;Tørre flakskred ;3 - Store ;Naturlig utløst ;Sannsynlig  ;Få bratte heng
2017-03-11 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;3 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-12 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-12 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Nedsnødd eller nedføyket overflaterim ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Få bratte heng
2017-03-12 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;3 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-13 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-13 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Nedsnødd eller nedføyket overflaterim ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Få bratte heng
2017-03-13 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;3 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-14 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-14 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-14 ;3012 ;Sør-Troms ;2 ;2 Moderat ;3 ;Våt snø (flakskred) ;Opphopning av vann i/over lag i snødekket ;Våte flakskred ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-03-15 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Mange bratte heng
2017-03-15 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-16 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Mange bratte heng
2017-03-16 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-17 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-17 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-18 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Få bratte heng
2017-03-18 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-19 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-20 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Lite sannsynlig  ;Noen bratte heng
2017-03-21 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-22 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-23 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Sannsynlig  ;Mange bratte heng
2017-03-24 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Mange bratte heng
2017-03-24 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-25 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Mange bratte heng
2017-03-25 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Våt snø (flakskred) ;Opphopning av vann i/over lag i snødekket ;Våte flakskred ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-03-25 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;3 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-26 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-03-26 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-27 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-03-27 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-28 ;3012 ;Sør-Troms ;4 ;4 Stor ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Naturlig utløst ;Sannsynlig  ;Mange bratte heng
2017-03-28 ;3012 ;Sør-Troms ;4 ;4 Stor ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-29 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-03-29 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-30 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-03-30 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-03-31 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Mange bratte heng
2017-03-31 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-01 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-01 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-02 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-02 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-03 ;3012 ;Sør-Troms ;4 ;4 Stor ;1 ;Våt snø (flakskred) ;Opphopning av vann i/over lag i snødekket ;Våte flakskred ;3 - Store ;Naturlig utløst ;Sannsynlig  ;Mange bratte heng
2017-04-03 ;3012 ;Sør-Troms ;4 ;4 Stor ;2 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Mange bratte heng
2017-04-04 ;3012 ;Sør-Troms ;4 ;4 Stor ;1 ;Våt snø (flakskred) ;Opphopning av vann i/over lag i snødekket ;Våte flakskred ;3 - Store ;Naturlig utløst ;Sannsynlig  ;Mange bratte heng
2017-04-04 ;3012 ;Sør-Troms ;4 ;4 Stor ;2 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-04-04 ;3012 ;Sør-Troms ;4 ;4 Stor ;3 ;Vedvarende svakt lag (flakskred) ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-05 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Sannsynlig  ;Noen bratte heng
2017-04-05 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;2 ;Dypt vedvarende svakt lag ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-06 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-06 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Dypt vedvarende svakt lag ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-07 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-07 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Dypt vedvarende svakt lag ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Lite sannsynlig  ;Noen bratte heng
2017-04-08 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-08 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Dypt vedvarende svakt lag ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Lite sannsynlig  ;Noen bratte heng
2017-04-09 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-09 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Dypt vedvarende svakt lag ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Lite sannsynlig  ;Noen bratte heng
2017-04-10 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-10 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Dypt vedvarende svakt lag ;Kantkornet snø over skarelag ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Lite sannsynlig  ;Noen bratte heng
2017-04-11 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Få bratte heng
2017-04-11 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Mulig  ;Få bratte heng
2017-04-12 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Få bratte heng
2017-04-12 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Mulig  ;Få bratte heng
2017-04-13 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-13 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-04-14 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-14 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-04-15 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-15 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-04-16 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-16 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-04-17 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Dårlig binding mellom lag i fokksnøen ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-17 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-04-18 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-18 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-04-19 ;3012 ;Sør-Troms ;3 ;3 Betydelig ;1 ;Fokksnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;3 - Store ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-20 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-21 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-22 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Vedvarende svakt lag (flakskred) ;Nedsnødd eller nedføyket kantkornet snø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-22 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Nysnø (flakskred) ;Nedføyket svakt lag med nysnø ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-23 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Vedvarende svakt lag (flakskred) ;Nedsnødd eller nedføyket kantkornet snø ;Tørre flakskred ;2 - Middels ;Liten tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-23 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
2017-04-24 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Sannsynlig  ;Noen bratte heng
2017-04-24 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Vedvarende svakt lag (flakskred) ;Nedsnødd eller nedføyket kantkornet snø ;Tørre flakskred ;2 - Middels ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-25 ;3012 ;Sør-Troms ;2 ;2 Moderat ;1 ;Vedvarende svakt lag (flakskred) ;Nedsnødd eller nedføyket kantkornet snø ;Tørre flakskred ;3 - Store ;Stor tilleggsbelastning ;Mulig  ;Noen bratte heng
2017-04-25 ;3012 ;Sør-Troms ;2 ;2 Moderat ;2 ;Våt snø (løssnøskred) ;Ubunden snø ;Våte løssnøskred  ;2 - Middels ;Naturlig utløst ;Mulig  ;Noen bratte heng
