Comment;TripRegistrationTime;TripID;GeoHazardTID;ObserverID;IsFinished;TripTypeName;DeviceID;ObsLocationID;ObservationExpectedTime;TripTypeTID;TripFinishedTime
Bergsetnakken;2015-12-13 11:24:06;716;10;1076;True;Ordinaer ihht. obsavtale;ae2bdabe-218e-47b3-a4b7-f28606e490b1;29344;2015-12-13 14:00:00;20;2015-12-13 13:41:57
Storala;2015-12-13 12:07:51;717;10;762;True;Ordinaer ihht. obsavtale;30b0bbff-adb0-4756-8528-151987d84b29;29347;2015-12-13 16:00:00;20;2015-12-13 15:34:17
Smaaeggene;2015-12-13 13:42:53;718;10;1076;True;Ordinaer ihht. obsavtale;ee80ab36-96d1-422e-992e-6f5eb8889913;29357;2015-12-13 16:00:00;20;2015-12-13 15:40:01
Grave en full snoeprofil;2015-12-13 14:40:37;719;10;1338;True;Ordinaer ihht. obsavtale;eb76e03d-7633-433d-97a4-b6f6237d6d99;29362;2015-12-13 19:00:00;20;2015-12-13 16:59:44
Obstur til Ruten i Hemne. Turen fanger en del heng som ligger NOE;2015-12-14 10:25:08;720;10;50;True;Ansatt;0ad2d686-2e13-4c9b-fa68-06ddc6e0dbd2;29387;2015-12-14 14:00:00;50;2015-12-14 16:01:01
Fagerfjell;2015-12-14 10:46:15;721;10;19;True;Ansatt;ab029e6c-a038-448c-b09a-4612152669f5;29389;2015-12-14 15:00:00;50;2015-12-14 13:32:15
Snoefokkvaer.;2015-12-14 12:24:31;722;10;280;True;Ordinaer ihht. obsavtale;08208824-a4d9-44f3-463f-69b7da7eef93;29395;2015-12-14 15:00:00;20;2015-12-14 14:57:35
;2015-12-14 12:29:04;723;10;282;True;Ordinaer ihht. obsavtale;259c13b7-8cfb-43b4-c2dd-394468d412d9;29396;2015-12-14 16:00:00;20;2015-12-14 15:58:05
Jeg skal paa Tverrfjellet. Daarlig vaer med foeyk og snoe, muligens avlyses tur om vaeret er for daarlig.;2015-12-14 19:57:38;724;10;16;True;Ordinaer ihht. obsavtale;a87960ac-1713-471c-68eb-80ecfc840f33;29432;2015-12-14 23:00:00;20;2015-12-14 20:31:45
Tur til flishovd for aa se paa snoeforholda vest i regionen. Kaldt og stille saa overflaterim kan vaere tema.;2015-12-15 09:29:39;725;10;1083;True;Ordinaer ihht. obsavtale;3a62464e-e59f-4c31-0959-571d9fcf2a4f;29443;2015-12-15 15:00:00;20;2015-12-15 14:13:52
;2015-12-15 09:40:44;726;10;35;True;Ordinaer ihht. obsavtale;ab0cf5c8-7afe-490c-6132-974fb8af5ed2;29445;2015-12-15 13:00:00;20;2015-12-15 13:32:22
Ser etter daarlige bindinger i nedfoeyket lag med nysnoe;2015-12-15 10:09:41;727;10;1418;True;Ordinaer ihht. obsavtale;fb9098e2-c251-4ced-866b-3ce36085e7e6;29448;2015-12-15 15:00:00;20;2015-12-15 14:29:32
Njaal og Julie i Roeldal varslingsregion. Observasjonstur fra Tyssedal;2015-12-15 10:09:59;728;10;79;True;Ansatt;3be3c65e-9a05-4d8f-44f2-1b38861f15e7;29449;2015-12-15 16:00:00;50;2015-12-15 23:00:00
Skorgedalen med Halvor, Solveig og 3 fra vegvesen.;2015-12-15 10:28:55;729;10;201;True;Ordinaer ihht. obsavtale;41cbc074-35b4-4510-63e3-f1832e0a6cde;29452;2015-12-15 15:00:00;20;2015-12-15 14:00:35
Tyinstoelsnoese;2015-12-15 10:43:43;730;10;33;True;Ordinaer ihht. obsavtale;2cd43c71-c119-42a3-1968-a14ea5b9aa57;29457;2015-12-15 14:00:00;20;2015-12-15 13:12:16
;2015-12-15 10:46:58;731;10;282;True;Tillegg ihht. obsavtale;c3b9e912-4794-479b-6a53-8326db94f5ac;29459;2015-12-15 15:00:00;30;2015-12-15 14:19:35
Gaar fra Raften og opp mot tregrensa. Moerkt og daarlig sikt.;2015-12-15 11:06:33;732;10;788;True;Ordinaer ihht. obsavtale;31570cce-22f1-4f0a-717a-bae6d8cf403c;29461;2015-12-15 14:00:00;20;2015-12-15 13:55:04
;2015-12-15 11:12:28;733;10;271;True;Ordinaer ihht. obsavtale;eac8092d-2518-4c6e-84a6-7cf1fd2a3b6a;29464;2015-12-15 14:00:00;20;2015-12-15 13:38:19
Fagernesfjellet;2015-12-15 12:19:07;734;10;775;True;Ordinaer ihht. obsavtale;8c12a7a0-6c1b-4da2-6120-c570aa2c7047;29473;2015-12-15 17:00:00;20;2015-12-15 23:00:00
Middagfjellet, fra Lofast rundkjoeringa.;2015-12-15 12:23:27;735;10;112;True;Ordinaer ihht. obsavtale;854b665e-b266-4796-86fa-b144efb81687;29475;2015-12-15 15:00:00;20;2015-12-15 14:43:42
;2015-12-15 13:15:04;736;10;34;True;Ansatt;19e9359b-95cc-4a7e-8ccf-459cb60d95a4;29485;2015-12-15 17:00:00;50;2015-12-15 16:55:01
;2015-12-15 17:29:46;737;10;1338;True;Ordinaer ihht. obsavtale;3c00c097-1cd3-4c17-6a56-ebca09fc5164;29521;2015-12-15 21:00:00;20;2015-12-15 18:52:44
Tur fra Hodlekve mot Kambafjell;2015-12-16 09:33:17;738;10;1084;True;Ordinaer ihht. obsavtale;26df911a-ac4d-4110-43eb-151112bb94eb;29543;2015-12-16 15:00:00;20;2015-12-16 12:55:28
Nordnes. OEstvendt og snoemengde mtaa vei;2015-12-16 10:27:20;739;10;767;True;Ordinaer ihht. obsavtale;3ff76587-7d78-465b-9373-872d1458faae;29547;2015-12-16 13:00:00;20;2015-12-16 14:48:46
;2015-12-16 12:47:33;740;10;282;False;Ordinaer ihht. obsavtale;a091e357-a58e-4358-4afe-bbe00ee11e5e;29561;2015-12-16 15:00:00;20;
;2015-12-16 12:48:05;741;10;282;False;Ordinaer ihht. obsavtale;8127522e-074c-4014-253a-db451fe301dd;29562;2015-12-16 15:00:00;20;
Gaar en tur paa nattmaalsfjellet/ersfjordbotn mellom snoebygene..;2015-12-16 13:01:37;742;10;746;True;Ordinaer ihht. obsavtale;afc00f28-2331-4b15-ed37-699e9f54175f;29563;2015-12-16 15:00:00;20;2015-12-16 14:55:22
;2015-12-16 13:25:12;743;10;1243;True;Ordinaer ihht. obsavtale;2e095e94-2842-4726-b6c1-6c6563ad4028;29568;2015-12-16 19:00:00;20;2015-12-16 15:50:48
Graahoegda;2015-12-16 15:18:16;744;10;762;True;Ordinaer ihht. obsavtale;f493cc5f-680a-4634-b0e7-9604e6cbda9e;29575;2015-12-16 19:00:00;20;2015-12-16 17:35:15
Tindefjellet i Joelster . Sjaa etter rimlaget fraa i gaar, og om det har blitt begravd ved evt vindtransport;2015-12-16 16:16:28;745;10;544;False;Ordinaer ihht. obsavtale;628a1a94-feb4-4b0a-d7d4-e5b1536e2c75;29579;2015-12-16 19:00:00;20;
Kveldsobstur til Tverrfjellet paa kattfjordeidet;2015-12-16 20:00:54;746;10;16;False;Ordinaer ihht. obsavtale;0c68b84f-aa40-481f-a4d0-713a7cd1d7eb;29585;2015-12-16 23:00:00;20;
;2015-12-17 09:47:16;747;10;271;False;Ordinaer ihht. obsavtale;62f4fc3c-1474-4ece-e0a2-8f39d5b0d4b2;29604;2015-12-17 17:00:00;20;
Dalbergan, Kongsmark;2015-12-17 10:32:47;748;10;788;True;Ordinaer ihht. obsavtale;9106976e-6b93-4a20-a797-788512d0348c;29607;2015-12-17 15:00:00;20;2015-12-17 14:07:58
Obstur Stoelsnoese, Jotunheimen;2015-12-17 12:37:02;749;10;21;True;Ordinaer ihht. obsavtale;93167573-11e1-454f-fe0f-5bd36c8fd8b5;29615;2015-12-17 16:00:00;20;2015-12-17 15:50:25
Vengedalen.;2015-12-18 10:29:10;750;10;201;True;Ordinaer ihht. obsavtale;b7744954-534d-4080-4af9-b6903c9740bc;29656;2015-12-18 15:00:00;20;2015-12-18 14:18:55
Sarves: Nylig fraktet fokksnoe. Kantkornlagets egenskaper.;2015-12-18 10:32:21;751;10;270;True;Ordinaer ihht. obsavtale;f7058fea-e116-4cb2-6075-ee2ce224c842;29657;2015-12-18 14:00:00;20;2015-12-18 14:59:08
Steinskartinden.;2015-12-18 18:36:57;752;10;773;True;Ordinaer ihht. obsavtale;769a5253-324b-434e-0616-b000a1acb053;29683;2015-12-18 23:00:00;20;2015-12-18 22:03:54
OErtfjelltinden, se etter hvor hoeyt mildvaeret har gaatt, hvordan er stabiliteten i oe eksposisjoner;2015-12-19 09:27:22;753;10;839;True;Ordinaer ihht. obsavtale;3dcabb3a-bed3-41c1-fb3f-d646edfb5ab3;29699;2015-12-19 15:00:00;20;2015-12-19 14:40:12
Holtardalen;2015-12-19 10:27:46;754;10;260;True;Ordinaer ihht. obsavtale;85642e2c-6c9f-4020-eb5d-fc40976c9443;29701;2015-12-19 14:00:00;20;2015-12-19 13:37:48
Bjoernfjell stasjon;2015-12-19 10:50:49;755;10;775;False;Ordinaer ihht. obsavtale;fc409d59-b9b9-4ccc-c783-e19c500ed926;29703;2015-12-19 16:00:00;20;
Olahansen i Dvergsdalsdalen i Joelster.;2015-12-19 11:03:09;756;10;544;True;Ordinaer ihht. obsavtale;d9f60a5f-aac9-45b3-b10c-7440a4352cc1;29704;2015-12-19 15:00:00;20;2015-12-19 14:39:25
Lifjellet;2015-12-19 12:44:31;757;10;762;True;Ordinaer ihht. obsavtale;4ca9f656-2b9a-474e-b0e3-03e93eb60247;29707;2015-12-19 16:00:00;20;2015-12-19 16:28:54
Sorbmegaisa. Sjekke hvor hoeyt mildvaeret har gaatt;2015-12-20 09:58:24;758;10;767;True;Ordinaer ihht. obsavtale;ecd7747e-eb5d-4b12-0669-a3eb057cce87;29734;2015-12-20 14:00:00;20;2015-12-20 13:03:47
Saetreskarsfjellet;2015-12-20 11:23:52;759;10;1076;True;Ordinaer ihht. obsavtale;aa9eb321-2d1e-4c82-1751-61e054aaf7f9;29742;2015-12-20 14:00:00;20;2015-12-20 15:07:39
;2015-12-20 18:32:29;760;10;1610;True;Ordinaer ihht. obsavtale;afc27bdb-1a37-4db4-d669-0f4d1daf7745;29766;2015-12-20 21:00:00;20;2015-12-20 20:40:50
Obstur Kattfjordeidet . Trolig Steinskardtind, evt Tverrfjellet;2015-12-21 09:08:55;761;10;203;True;Ordinaer ihht. obsavtale;aa13768a-da16-4da1-4edf-19d00d13d744;29778;2015-12-21 13:00:00;20;2015-12-21 12:26:42
Laslettind-Olderbakkfjellet: Kantkornlaget ved bakken er inaktivt pga overliggende fokksnoe, men oensker aa undersoeke om det blir brutt ned av fukt/varme (opp til hoeyde?) eller har blitt presset sammen av snoeen over.;2015-12-21 09:09:36;762;10;270;True;Ordinaer ihht. obsavtale;f8b6defb-a381-4d5f-a811-b65fd8dec62e;29779;2015-12-21 15:00:00;20;2015-12-21 14:16:15
Breitind.;2015-12-21 11:02:14;763;10;788;False;Ordinaer ihht. obsavtale;490d242a-7386-4e20-2e5c-506565ec2bd7;29792;2015-12-21 14:00:00;20;
;2015-12-21 12:58:50;764;10;1338;True;Ordinaer ihht. obsavtale;c78605f7-cd5c-4bf8-51b5-736d26da5d42;29800;2015-12-21 16:00:00;20;2015-12-21 14:19:16
Olahansen i Dvergsdalsdalen i Joelster. Ein av dei faa plassane i naerheten det er mulig aa gaa utan aa baere ski.;2015-12-22 08:16:31;765;10;544;True;Ordinaer ihht. obsavtale;86aa6564-0e04-4399-b351-42a77f17f838;29823;2015-12-22 13:00:00;20;2015-12-22 12:10:30
Tur til Mortenhalsskolten.;2015-12-22 09:10:32;766;10;741;True;Ansatt;bc3efdc3-8f93-428f-1eec-dcae6f45ea5c;29824;2015-12-22 15:00:00;50;2015-12-22 15:15:55
Litletind;2015-12-22 09:42:37;767;10;775;False;Ordinaer ihht. obsavtale;473c04bc-3f22-4ec2-310b-8621ec30a870;29826;2015-12-22 13:00:00;20;
;2015-12-22 10:21:12;768;10;1578;True;Ordinaer ihht. obsavtale;b618cfc7-e39a-4215-cf24-e2a32d063aee;29832;2015-12-22 14:00:00;20;2015-12-22 12:43:33
;2015-12-22 12:04:26;769;10;271;True;Ordinaer ihht. obsavtale;1203f0cd-f46c-4f48-2561-bfcd9a5dd3db;29842;2015-12-22 16:00:00;20;2015-12-22 13:44:15
Graahoegda;2015-12-22 12:16:27;770;10;762;True;Ordinaer ihht. obsavtale;8c104dac-0df8-4037-d4cf-7a7b7274b443;29846;2015-12-22 16:00:00;20;2015-12-22 16:12:32
Loebergsbukta;2015-12-22 12:18:02;771;10;112;True;Ordinaer ihht. obsavtale;4847126a-c66c-476e-abd0-d018158d0532;29848;2015-12-22 16:00:00;20;2015-12-22 14:22:13
;2015-12-22 14:34:53;772;10;1701;True;Privat;4de05e04-d2ed-4958-6f24-b42b2b20473b;29865;2015-12-22 10:00:00;60;2015-12-22 14:35:11
Giilavarre;2015-12-23 09:56:49;773;10;767;True;Ordinaer ihht. obsavtale;766b5832-4388-455b-5249-192205c67cd5;29887;2015-12-23 14:00:00;20;2015-12-23 13:38:11
;2015-12-23 10:36:50;774;10;282;False;Ordinaer ihht. obsavtale;e9a326bf-2059-446e-aa28-20b1a0dedc62;29889;2015-12-23 13:00:00;20;
Observasjonstur i skianlegget.;2015-12-23 10:54:37;775;10;35;True;Ordinaer ihht. obsavtale;cbaf7c75-b04f-47e2-42b3-bda19387822d;29891;2015-12-23 13:00:00;20;2015-12-23 12:46:46
Bergsjoe. Fokksnoe blir vel tema for turen.;2015-12-23 11:23:24;776;10;1083;False;Ordinaer ihht. obsavtale;3c67a653-7001-485f-b7b9-133689b003ac;29895;2015-12-23 15:00:00;20;
Type lagdeling, overflate over 800 m.;2015-12-24 08:31:29;777;10;271;True;Ordinaer ihht. obsavtale;f33143bc-5699-45fd-e746-1421319d1b5b;29928;2015-12-24 13:00:00;20;2015-12-24 13:00:20
Sjufjellet normalvn;2015-12-24 10:36:45;778;10;60;True;Ordinaer ihht. obsavtale;9eabd52d-a1c9-4325-d837-5b88229df9c2;29936;2015-12-24 14:00:00;20;2015-12-24 13:30:13
Raulandsfjell;2015-12-25 09:30:35;779;10;260;True;Ordinaer ihht. obsavtale;cbcb0bd9-72db-45f1-d7ef-6890cf18b1ed;29956;2015-12-25 15:00:00;20;2015-12-25 12:41:08
;2015-12-25 10:06:28;780;10;282;False;Ordinaer ihht. obsavtale;4dcb0502-c843-4602-0524-27edf740c87b;29960;2015-12-25 15:00:00;20;
Storhaugen. Sjekke nysnoemengde og vindtransport;2015-12-26 09:58:14;781;10;767;True;Ordinaer ihht. obsavtale;e57b40d3-61c8-41ab-a93e-d22a79543706;29997;2015-12-26 13:00:00;20;2015-12-26 12:52:38
Tortnegroeegga i Stardalen;2015-12-26 10:55:42;782;10;544;True;Ordinaer ihht. obsavtale;64aefa0b-8e6c-4ff3-7aaa-774125ad9f25;30007;2015-12-26 16:00:00;20;2015-12-26 15:08:04
Boemark. Sjekke stabilitet i fokksnoe + fordeling i terreng;2015-12-26 12:02:04;783;10;112;True;Ordinaer ihht. obsavtale;b317dbec-08db-43d1-d525-6772acf7105c;30019;2015-12-26 15:00:00;20;2015-12-26 13:33:56
;2015-12-26 12:05:00;784;10;271;True;Ordinaer ihht. obsavtale;2e2cdd7b-b481-410e-9968-a75263b476f6;30020;2015-12-26 16:00:00;20;2015-12-26 14:51:14
Obstur skoersnoese, jotunheimen.;2015-12-27 08:51:57;785;10;21;True;Ordinaer ihht. obsavtale;42aceee1-3d05-4d7d-862d-30b9aa68b617;30059;2015-12-27 12:00:00;20;2015-12-27 11:08:39
Reingardslitinden, obstur 2. Sjekke stabilitet i fokksnoe, OE eksposisjon;2015-12-27 09:00:32;786;10;839;True;Ordinaer ihht. obsavtale;b17ce465-6fdc-48f8-d731-b2e596d123b7;30060;2015-12-27 15:00:00;20;2015-12-27 13:10:33
;2015-12-27 09:19:24;787;10;749;True;Ordinaer ihht. obsavtale;382ea924-b9c4-4d28-02bb-c8ee303b3335;30062;2015-12-27 13:00:00;20;2015-12-27 11:41:54
Steinskartinden;2015-12-27 09:37:04;788;10;773;True;Ordinaer ihht. obsavtale;8df8f17a-457a-478d-e337-cce1cd3082fd;30065;2015-12-27 15:00:00;20;2015-12-27 13:52:18
Drar vestover fra sentrum.;2015-12-27 10:24:11;789;10;35;True;Ordinaer ihht. obsavtale;ee67bdf9-f894-47bd-5e7d-e9c9845c47d9;30070;2015-12-27 13:00:00;20;2015-12-27 13:27:38
;2015-12-27 12:31:43;790;10;42;True;Privat;a7881ffc-4704-4cf4-cf8c-625fc3571668;30080;2015-12-27 15:00:00;60;2015-12-28 07:53:22
Lifjellet;2015-12-27 13:40:33;791;10;762;True;Ordinaer ihht. obsavtale;7b75fd17-3c39-4960-24a1-5525f6e628e9;30085;2015-12-27 17:00:00;20;2015-12-27 16:33:16
;2015-12-28 09:45:44;792;10;126;True;Ansatt;7cd4a2d0-f7b7-4a76-bc8e-0713700ae23e;30106;2015-12-28 15:00:00;50;2015-12-28 14:05:58
Drar til keipen paa nord senja;2015-12-28 10:21:41;793;10;794;True;Ordinaer ihht. obsavtale;a43c20e9-a865-4160-c13f-931a8509ee5c;30110;2015-12-28 15:00:00;20;2015-12-28 11:14:04
Lille Blaamann, kvaloeya, Tromsoe-region, opptil ca 750moh OE-vendt.;2015-12-28 10:38:31;794;10;199;False;Ansatt;a2727b75-bd19-4a16-f9ef-04b89f521cb0;30111;2015-12-28 15:00:00;50;
Mot Tromsdalstind fra ramfjord;2015-12-28 10:46:11;795;10;19;True;Ansatt;001220f9-05d5-44ab-d77e-9321366fbc15;30113;2015-12-28 15:00:00;50;2015-12-28 13:49:25
Fagernesfjellet;2015-12-28 10:52:28;796;10;775;False;Ordinaer ihht. obsavtale;3d4b0cef-2be7-4f97-85a2-df3924ede440;30114;2015-12-28 16:00:00;20;
Sjufj. NormalvnMye folk i fjellet;2015-12-28 11:13:42;797;10;60;True;Ordinaer ihht. obsavtale;0c620f16-62c5-4a6e-6182-dade5be8c2e7;30116;2015-12-28 14:00:00;20;2015-12-28 13:30:07
Hei. Glemte fellene paa planlagt tur til keipen. Drar da til kistefjell da utstyret er paa plass;2015-12-28 11:15:30;798;10;794;True;Ordinaer ihht. obsavtale;4f6a1fd1-994c-4ad9-fa5d-cdd2863f686b;30117;2015-12-28 16:00:00;20;2015-12-28 14:50:17
Vengedalen;2015-12-28 11:24:05;799;10;201;True;Ordinaer ihht. obsavtale;145bc3fd-b7eb-449d-8beb-a65c19f4a6b9;30119;2015-12-28 15:00:00;20;2015-12-28 14:22:30
;2015-12-28 11:27:48;800;10;282;False;Ordinaer ihht. obsavtale;69b949eb-2210-4173-c693-8b8c74c94ac2;30121;2015-12-28 15:00:00;20;
Koppartindgryta;2015-12-28 13:43:56;801;10;270;True;Ordinaer ihht. obsavtale;a0450395-c343-4591-b3a8-406df7d30fcd;30136;2015-12-28 17:00:00;20;2015-12-28 17:05:28
Nordfjellet paa Ringvassoeya . Sjekke snoemengder og oppbygging .;2015-12-29 10:58:11;802;10;203;False;Ordinaer ihht. obsavtale;ec30db7c-7842-4f4b-3eb9-ccd3c5eb8553;30197;2015-12-29 15:00:00;20;
Nordfjellet paa Ringvassoeya . Sjekke snoemengder og oppbygging .;2015-12-29 10:58:38;803;10;203;True;Ordinaer ihht. obsavtale;321d9b24-8f41-47e9-3671-6d6321849cd0;30198;2015-12-29 15:00:00;20;2015-12-29 21:05:52
;2015-12-29 11:16:45;804;10;271;True;Ordinaer ihht. obsavtale;bc1d5c30-9f82-4063-3e2a-031de4fa147d;30203;2015-12-29 17:00:00;20;2015-12-29 14:02:56
Fantastisk fint vintervaer.;2015-12-29 11:18:25;805;10;280;True;Ordinaer ihht. obsavtale;d7b69324-aca4-4690-4f83-3ce6dfb49218;30204;2015-12-29 15:00:00;20;2015-12-29 13:57:39
Sorbmegaisa. Stabilitet i snoedekket nordvendt samt dannelse av vedvarende svakt lag rundt skarelag?;2015-12-30 09:48:22;806;10;767;True;Ordinaer ihht. obsavtale;4246b189-e477-4e8a-d47e-808e97db1d72;30250;2015-12-30 14:00:00;20;2015-12-30 13:47:21
Obstur 1 brunstadtind, NV eksposisjon, sjekke fokksnoe;2015-12-30 09:49:03;807;10;839;True;Ordinaer ihht. obsavtale;8a503967-b6fb-4aea-ad0d-73c521a87fd8;30251;2015-12-30 15:00:00;20;2015-12-30 14:11:20
;2015-12-30 11:02:39;808;10;749;True;Ordinaer ihht. obsavtale;0a954860-0188-4ed4-2a6f-2724443433d0;30256;2015-12-30 15:00:00;20;2015-12-30 16:08:35
Smaatinden i Raften. Sjekke mengde og stabilitet paa fokksnoeen.;2015-12-30 12:01:25;809;10;788;True;Ordinaer ihht. obsavtale;f613bae5-6de1-4c06-3851-7f2840b8d530;30261;2015-12-30 15:00:00;20;2015-12-30 15:39:32
;2015-12-30 12:02:35;810;10;282;True;Ordinaer ihht. obsavtale;5543352d-3ecb-48bd-0b60-49ba8d0d3dde;30262;2015-12-30 15:00:00;20;2015-12-30 22:09:10
Mortenhalsskolten i Malangen.;2015-12-31 09:15:45;811;10;741;True;Ansatt;e42ac0c0-9145-47ea-e44d-49ef5d8187c5;30305;2015-12-31 15:00:00;50;2015-12-31 14:11:03
Olahansen i Dvergsdalsdalen i Joelster.;2015-12-31 09:25:26;812;10;544;True;Ordinaer ihht. obsavtale;eb8329e2-0be7-452c-4536-97fabc766883;30306;2015-12-31 14:00:00;20;2015-12-31 11:59:30
Begrenset sikt i hoeyden i dag. Obstur gaar i skianlegget i Hemsedal.;2015-12-31 09:55:48;813;10;35;True;Ordinaer ihht. obsavtale;177d6dcd-428c-4fe5-cc44-a33203ae55aa;30308;2015-12-31 13:00:00;20;2015-12-31 12:02:48
Blaabaerfj. Normalvn;2015-12-31 10:10:17;814;10;60;True;Ordinaer ihht. obsavtale;a3ab6904-8f27-47d2-18b6-362423523692;30309;2015-12-31 14:00:00;20;2015-12-31 12:52:54
Lifjellet.;2015-12-31 10:31:46;815;10;762;True;Ordinaer ihht. obsavtale;8f233264-c4e1-4bf0-d7e0-cb01eb305b06;30310;2015-12-31 14:00:00;20;2015-12-31 12:44:47
Skorgedalen;2015-12-31 10:58:52;816;10;201;True;Ordinaer ihht. obsavtale;6c390712-5383-433c-32ba-8f9091ff67a0;30313;2015-12-31 15:00:00;20;2015-12-31 14:14:02
Obstur Galden, jotunheimen Se i nordlig, nordvestlige leheng etter fokksnoe;2016-01-01 09:43:47;817;10;21;False;Ordinaer ihht. obsavtale;ca2bba33-2b88-417a-b306-971620b46ee9;30341;2016-01-01 13:00:00;20;
Kjoerer i leirdalen. Proever aa komme over nonsskaret for aa sjekke NV i hoeyden. Godt nyttaar.;2016-01-01 10:27:28;818;10;282;True;Ordinaer ihht. obsavtale;156215d0-4542-4d45-7a95-a472f6b5ad03;30344;2016-01-01 15:00:00;20;2016-01-01 14:25:42
Litletind;2016-01-01 11:31:21;819;10;775;True;Ordinaer ihht. obsavtale;03aec5d8-f716-491b-d9b2-893a6b6cf05c;30347;2016-01-01 16:00:00;20;2016-01-01 15:21:25
Boeverkinnhalsen;2016-01-01 14:19:59;820;10;25;True;Ordinaer ihht. obsavtale;d88ff93e-2c28-4ba4-4aa4-9cb64a91791a;30355;2016-01-01 16:00:00;20;2016-01-01 16:06:55
Giilavarre. Sjekk av fodeling av fokksnoe;2016-01-02 09:41:35;821;10;767;True;Ordinaer ihht. obsavtale;3eaca0a4-c46a-454e-03d6-2865b0a2969a;30379;2016-01-02 14:00:00;20;2016-01-02 13:19:58
Obstur til Storsteinsfjellet. Fauske, Salten.;2016-01-02 11:41:02;822;10;580;True;Ordinaer ihht. obsavtale;6eab5b00-8992-4ec7-cde0-b9ea2ea3dd86;30387;2016-01-02 15:00:00;20;2016-01-02 14:48:22
BotnenibbaObs. av snoemengde og event. svake lag i snoedekket.Kraftig vind fra SOE saa det er store muligheter for at eg snur inne i dalen.;2016-01-02 12:00:11;823;10;1076;True;Ordinaer ihht. obsavtale;7a259d9d-c910-4f03-d918-1a67bdfc918b;30390;2016-01-02 15:00:00;20;2016-01-02 15:47:08
Bergsjoe. Lang frokost = sein start men satser paa aa faa sendt inn det groevste fra felt foer klokka 2. Regner ikke med noen store overraskelser fra snoedekket.;2016-01-02 12:19:13;824;10;1083;True;Ordinaer ihht. obsavtale;4b88ffa9-8dda-42b4-4fc0-a123cc9cdac9;30392;2016-01-02 15:00:00;20;2016-01-02 12:38:40
Nonsnipa i Sanddal i Joelster;2016-01-02 13:16:51;825;10;544;True;Ordinaer ihht. obsavtale;c103d3c4-cb51-4bd1-d4cf-3ef545d27d8e;30397;2016-01-02 16:00:00;20;2016-01-02 15:11:35
;2016-01-02 13:44:03;826;10;271;True;Ordinaer ihht. obsavtale;19c61fb9-6332-4d7f-10a7-1401d14dbfde;30401;2016-01-02 17:00:00;20;2016-01-02 14:19:24
;2016-01-02 13:57:22;827;10;1338;True;Ordinaer ihht. obsavtale;6e13d57e-bf88-4331-50fa-00fa6a473756;30405;2016-01-02 16:00:00;20;2016-01-02 15:27:30
Groennfjellet, Altevatnet.;2016-01-02 20:04:13;828;10;762;True;Ordinaer ihht. obsavtale;92a4a1d3-b938-4b66-fd10-005656811554;30422;2016-01-02 23:00:00;20;2016-01-02 22:21:41
OErtfjelltinden, sjekke stabilitet i fokksnoe, samt se paa utvikling i kantkornlag paa ca 800moh;2016-01-03 09:32:36;829;10;839;True;Ordinaer ihht. obsavtale;ace58a26-1645-451d-9d37-dce50e7ebab7;30427;2016-01-03 15:00:00;20;2016-01-03 13:58:19
Laslettind: Hvor hoeyt mildvaer har paavirket. Hvor vindpakket snoeen er i hoeyden. Finnes det nyinnblaast fokksnoe.;2016-01-03 09:55:52;830;10;270;True;Ordinaer ihht. obsavtale;3a41ff9f-d962-4d31-fb42-c09743c4a9e0;30428;2016-01-03 16:00:00;20;2016-01-03 15:38:18
;2016-01-03 10:28:23;831;10;1418;True;Ordinaer ihht. obsavtale;edbf68dd-be5e-49d3-7295-2548d47698f5;30429;2016-01-03 16:00:00;20;2016-01-03 15:34:59
Fra Boestoelen;2016-01-03 10:46:36;832;10;201;True;Ordinaer ihht. obsavtale;4b2d1367-bd21-4309-af77-c52362080a68;30430;2016-01-03 16:00:00;20;2016-01-03 15:29:04
Ringvassoeya;2016-01-03 10:55:55;833;10;16;True;Ordinaer ihht. obsavtale;fdacaa88-f815-4b27-8a58-cc40250dcd43;30432;2016-01-03 17:00:00;20;2016-01-03 15:44:05
Steinskartinden;2016-01-03 14:10:52;834;10;773;True;Ordinaer ihht. obsavtale;e1102b45-b391-4da3-722c-52f06289e3af;30448;2016-01-03 23:00:00;20;2016-01-03 16:50:51
Tur til flishovd i hol. Fokksnoe og evt utvikling av kantkorn blir tema i dag.;2016-01-04 09:45:18;835;10;1083;True;Ordinaer ihht. obsavtale;62966fa7-8912-4c4e-fba7-fd6f020edd80;30483;2016-01-04 15:00:00;20;2016-01-04 14:41:46
Bjoernfjell;2016-01-04 09:54:12;836;10;775;True;Ordinaer ihht. obsavtale;9c56438f-1fb3-4ef9-7466-0709ff81efb0;30484;2016-01-04 15:00:00;20;2016-01-04 14:31:33
Hardt og kaldt i dag.;2016-01-04 10:05:15;837;10;280;True;Ordinaer ihht. obsavtale;41a0969a-4439-4bd6-3d4d-cb313e56da88;30486;2016-01-04 15:00:00;20;2016-01-04 15:36:09
Stormheimfjellet, se etter kantkorn.;2016-01-04 10:33:00;838;10;741;True;Ansatt;792eadea-d7e2-4bef-003c-b6517cde8d8c;30487;2016-01-04 15:00:00;50;2016-01-04 14:58:16
Hurrungene paa kantkornet jakt;2016-01-05 09:02:54;839;10;282;True;Ordinaer ihht. obsavtale;8698a610-dfe7-48cf-b327-cb88d5b9a37c;30527;2016-01-05 15:00:00;20;2016-01-05 14:08:08
